#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2008,1,1,18,50,346,12.3,14.4,2.79,7.14,5.76,348,9999,12.7,22.2,0.9,99,99
2008,1,1,19,50,350,13.1,15.7,2.68,7.14,5.62,355,9999,12.5,22.2,-2.1,99,99
2008,1,1,20,50,357,11.9,14.6,2.56,7.14,5.45,348,9999,12.6,22.2,-0.3,99,99
2008,1,1,21,50,354,11.3,15.1,2.44,6.25,5.32,355,9999,12.6,22.2,-1.3,99,99
2008,1,1,22,50,360,12.5,14.7,2.32,6.67,5.19,345,9999,13,22.2,-2.7,99,99
2008,1,1,23,50,352,11.1,14,2.07,6.25,5,346,9999,12.9,22.2,-3.6,99,99
2008,1,2,0,50,353,12.5,14.9,2.13,6.25,5.05,348,9999,12.9,22.2,-3.2,99,99
2008,1,2,1,50,353,11.8,16.7,2.06,5.88,4.98,350,9999,12.7,22.2,-3.9,99,99
2008,1,2,2,50,345,12.3,15.4,2.34,6.25,5.27,343,9999,12.3,22.2,-3.4,99,99
2008,1,2,3,50,342,11.6,15.2,2.39,6.25,5.23,344,9999,11.7,22.2,-2.9,99,99
2008,1,2,4,50,336,12,15.1,2.36,6.67,5.21,337,9999,11.7,22.2,-1,99,99
2008,1,2,5,50,339,12.6,17.4,2.11,6.67,5.1,338,9999,11.4,22.2,-4.2,99,99
2008,1,2,6,50,341,13.2,17,2.43,6.25,5.16,334,9999,11,22.2,-3,99,99
2008,1,2,7,50,342,13.2,17.5,2.27,6.67,5.24,336,9999,10.3,22.2,-2.5,99,99
2008,1,2,8,50,346,12.8,16.9,2.3,6.67,5.24,331,9999,9.2,22.2,-1.8,99,99
2008,1,2,9,50,340,13.1,16.1,2.35,6.67,5.27,336,9999,8.5,22.2,-1.8,99,99
2008,1,2,10,50,341,13.1,16.8,2.63,6.25,5.36,337,9999,7.9,22.2,-1.5,99,99
2008,1,2,11,50,349,12.7,17.7,2.71,7.14,5.58,346,9999,7.4,22.2,-1.2,99,99
2008,1,2,12,50,347,13.1,16,2.85,7.14,5.74,341,9999,7,22.2,-2.2,99,99
2008,1,2,13,50,347,12,14.9,2.6,7.69,5.5,340,9999,6.6,22.2,-2.3,99,99
2008,1,2,14,50,356,12.5,16.7,2.66,7.14,5.59,347,9999,6.1,22.2,-3.3,99,99
2008,1,2,15,50,347,12.7,16.7,2.92,7.14,5.67,349,9999,5.8,22.2,-3.5,99,99
2008,1,2,16,50,347,11.7,14.5,2.58,7.14,5.54,341,9999,5.4,22.2,-4.4,99,99
2008,1,2,17,50,350,11.3,13.8,2.81,7.14,5.69,345,9999,5.2,22.2,-3.2,99,99
2008,1,2,18,50,356,11.2,14.2,2.34,7.14,5.31,346,9999,5.3,22.2,-3.9,99,99
2008,1,2,19,50,357,11,14,2.26,6.67,5.23,352,9999,5.3,22.2,-3.6,99,99
2008,1,2,20,50,348,9.9,13.4,2.01,6.25,5.06,347,9999,6,22.2,-3,99,99
2008,1,2,21,50,354,11,15.1,2.02,6.67,5.12,346,9999,6.5,22.2,-4.9,99,99
2008,1,2,22,50,360,11,14.8,1.9,6.25,4.97,345,9999,7,22.2,-3.1,99,99
2008,1,2,23,50,360,10.7,14.7,1.85,5.88,4.78,352,9999,7,22.2,-4.6,99,99
2008,1,3,0,50,357,11.3,14.6,1.86,5.88,4.85,351,9999,7.4,22.2,-1.6,99,99
2008,1,3,1,50,4,12,15.7,1.88,5.88,4.83,353,9999,7.3,22.2,-3.5,99,99
2008,1,3,2,50,8,11.8,16.3,1.97,5.88,4.79,358,9999,6.7,22.2,-3.6,99,99
2008,1,3,3,50,21,9.9,13.4,1.93,6.25,4.98,354,9999,6.3,22.2,-4.3,99,99
2008,1,3,4,50,23,10.6,14.5,2.11,6.25,5.02,6,9999,6.1,22.2,-3,99,99
2008,1,3,5,50,32,11.6,14.5,2.12,6.25,5.11,2,9999,5.2,22.1,-4.5,99,99
2008,1,3,6,50,26,9.9,12.6,2.02,6.67,5,7,9999,5.1,22,-3.5,99,99
2008,1,3,7,50,31,9.3,12.4,2.16,6.25,5.21,10,9999,4.4,22,-3.9,99,99
2008,1,3,8,50,23,10.5,13.3,2.07,5.88,5.15,19,9999,4.8,21.9,-1.7,99,99
2008,1,3,9,50,28,9.4,11.6,1.84,6.25,4.89,25,9999,4.8,21.9,-1.7,99,99
2008,1,3,10,50,23,9.4,12.8,1.85,6.25,4.97,34,9999,5.2,21.9,-2.3,99,99
2008,1,3,11,50,28,10.1,13.7,1.83,6.25,5.01,38,9999,5.2,21.9,-1.2,99,99
2008,1,3,12,50,35,8.9,11.4,1.78,6.25,4.91,47,9999,5.4,21.9,-1.5,99,99
2008,1,3,13,50,41,8.4,11,1.9,6.67,5.16,45,9999,6,21.9,0.1,99,99
2008,1,3,14,50,37,8.8,11.7,1.79,6.67,5.19,48,9999,6.6,21.9,-0.3,99,99
2008,1,3,15,50,56,6.9,9.4,1.78,6.67,5.13,50,9999,7.1,21.9,-1.9,99,99
2008,1,3,16,50,50,7.7,10.2,1.64,5.88,5,45,9999,7.2,21.6,-0.9,99,99
2008,1,3,17,50,49,6.3,9.6,1.59,6.25,4.99,48,9999,7.8,21.5,-0.9,99,99
2008,1,3,18,50,57,6.9,9.8,1.57,6.25,4.96,53,9999,8.5,21.5,0.1,99,99
2008,1,3,19,50,57,5.3,8.4,1.5,6.25,4.93,54,9999,9,21.5,-0.5,99,99
2008,1,3,20,50,58,6.5,9.8,1.39,6.67,5,59,9999,9.3,21.5,0.2,99,99
2008,1,3,21,50,68,5.1,99,99,99,99,999,9999,999,999,999,99,99
2008,1,3,22,50,61,5.9,8.6,1.3,6.67,4.91,65,9999,9.8,21.4,-0.4,99,99
2008,1,3,23,50,69,6.1,8.3,1.18,6.25,4.91,67,9999,10.4,21.4,-0.8,99,99
2008,1,4,0,50,78,5.8,8.3,1.12,6.25,4.84,68,9999,10.6,21.4,-1.4,99,99
2008,1,4,1,50,84,5.4,7.2,1.16,6.25,4.76,69,9999,11,21.4,1.6,99,99
2008,1,4,2,50,109,6.1,8.8,1.1,5.88,4.66,70,9999,11.3,21.4,-0.1,99,99
2008,1,4,3,50,96,6.1,8.7,1.1,5.88,4.6,80,9999,11.6,21.4,-0.5,99,99
2008,1,4,4,50,111,5.6,8.7,1.15,5.56,4.59,75,9999,11.7,21.2,0.9,99,99
2008,1,4,5,50,112,7.3,10.3,1.07,5.88,4.59,76,9999,11.7,21.1,1.3,99,99
2008,1,4,6,50,123,5.3,7.9,1.09,6.67,4.71,97,9999,12.1,21.1,0.2,99,99
2008,1,4,7,50,119,5.5,7.3,1.02,6.67,4.68,94,9999,12.2,21.1,1.3,99,99
2008,1,4,8,50,93,6.2,8.9,1.03,7.14,4.54,103,9999,12.5,21.1,2.2,99,99
2008,1,4,9,50,117,6.2,8,1.04,6.25,4.62,96,9999,12.6,21.2,1.5,99,99
2008,1,4,10,50,71,4.9,7.8,1.03,5.26,4.56,94,9999,12.6,21.4,2.6,99,99
2008,1,4,11,50,96,5.9,8.3,1.03,5.56,4.61,100,9999,13.3,21.4,2.8,99,99
2008,1,4,12,50,105,5.3,7.8,1.05,5.56,4.56,114,9999,13.3,21.4,0.6,99,99
2008,1,4,13,50,98,6.8,9.2,99,99,99,999,9999,14.1,21.4,2.9,99,99
2008,1,4,14,50,81,5.7,7.9,1.04,5.88,4.58,109,9999,14.4,21.5,4,99,99
2008,1,4,15,50,80,5.6,8,1.04,6.25,4.55,114,9999,14.5,21.5,6.1,99,99
2008,1,4,16,50,111,7.3,10.1,1.05,6.25,4.49,110,9999,14.9,21.5,4.2,99,99
2008,1,4,17,50,100,7.6,9.7,1.16,6.25,4.53,112,9999,14.9,21.5,5.2,99,99
2008,1,4,18,50,84,7.8,10,1.35,6.25,4.68,111,9999,14.9,21.5,6.5,99,99
2008,1,4,19,50,78,7.5,10.1,1.25,5.26,4.56,104,9999,15,21.5,7.3,99,99
2008,1,4,20,50,81,8.6,10.4,1.3,4.76,4.51,100,9999,14.9,21.5,7.1,99,99
2008,1,4,21,50,85,8.5,10.7,1.28,6.25,4.53,100,9999,15,21.5,7.7,99,99
2008,1,4,22,50,85,8.7,11,1.57,5.88,4.71,101,9999,15.1,21.5,8.1,99,99
2008,1,4,23,50,79,10.5,12.4,1.66,6.25,4.9,89,9999,14.9,21.5,7.8,99,99
2008,1,5,0,50,87,10.3,13.2,1.79,5.88,4.83,93,9999,15.3,21.5,8.6,99,99
2008,1,5,1,50,91,11,13.7,1.87,6.67,5.09,91,9999,15.6,21.4,9.4,99,99
2008,1,5,2,50,107,10.6,12.7,1.97,6.67,5.07,94,9999,16.5,21.4,9.5,99,99
2008,1,5,3,50,108,10.4,12,2.13,6.67,5.17,102,9999,16.4,21.4,9.4,99,99
2008,1,5,4,50,106,10.3,12.8,2.06,6.67,5.3,96,9999,16.5,21.4,9.7,99,99
2008,1,5,5,50,117,10.1,12,2.04,5.88,5.09,91,9999,17.2,21.6,10.8,99,99
2008,1,5,6,50,121,10,11.6,2.11,6.67,5.14,99,9999,17.6,21.9,9.6,99,99
2008,1,5,7,50,120,8.9,10.9,1.71,6.67,4.92,98,9999,17.5,21.9,10.8,99,99
2008,1,5,8,50,106,7.3,9.8,1.54,5.26,4.91,105,9999,17.9,21.9,12,99,99
2008,1,5,9,50,119,8.3,10.3,1.67,6.67,5.12,110,9999,18.2,21.9,10,99,99
2008,1,5,10,50,126,8.9,10.8,1.59,6.67,4.94,107,9999,18.7,21.9,11.7,99,99
2008,1,5,11,50,124,8.1,9.7,1.76,6.25,5.02,121,9999,19,21.9,10.6,99,99
2008,1,5,12,50,133,9.5,11.4,1.58,6.67,4.98,113,9999,19.4,21.9,10.6,99,99
2008,1,5,13,50,133,9.4,11,1.71,6.25,5.07,112,9999,19.6,21.9,10.7,99,99
2008,1,5,14,50,138,8.7,10.7,1.69,6.25,4.99,111,9999,19.8,21.9,10.2,99,99
2008,1,5,15,50,130,9.8,11.5,1.78,6.67,5.04,112,9999,20.3,21.9,9.2,99,99
2008,1,5,16,50,138,9.2,10.7,1.79,6.25,5.09,122,9999,20.5,21.9,10.6,99,99
2008,1,5,17,50,133,8.8,10,2.02,7.14,5.17,148,9999,20.4,21.9,12.1,99,99
2008,1,5,18,50,133,9.4,11,1.96,6.25,5.29,119,9999,20.4,21.9,12.9,99,99
2008,1,5,19,50,135,9.2,10.9,1.96,6.67,5.37,123,9999,20.4,21.9,13.4,99,99
2008,1,5,20,50,144,8.8,10.6,2.05,7.14,5.37,136,9999,20.4,21.9,12.4,99,99
2008,1,5,22,50,142,8.5,10.3,2.04,6.67,5.32,124,9999,20.4,21.9,12.4,99,99
2008,1,5,23,50,143,8.7,10.2,1.96,6.67,5.38,119,9999,20.6,21.9,12.6,99,99
2008,1,6,0,50,143,8.1,9.7,2.01,99,99,122,9999,20.6,21.9,13.3,99,99
2008,1,6,1,50,154,8.7,10,1.97,6.67,5.34,128,9999,20.6,21.9,12.7,99,99
2008,1,6,2,50,149,8.7,10.3,1.78,7.14,5.29,128,9999,20.6,21.5,12.9,99,99
2008,1,6,3,50,149,8.6,10.3,1.93,6.67,5.26,127,9999,20.7,21.4,13.1,99,99
2008,1,6,4,50,151,8.9,10.4,1.93,6.67,5.19,128,9999,20.7,21.5,12.4,99,99
2008,1,6,5,50,159,8.3,10.3,1.85,6.25,5.19,136,9999,20.9,21.5,12.8,99,99
2008,1,6,6,50,154,8.5,10.5,1.89,6.67,5.37,136,9999,20.8,21.9,13,99,99
2008,1,6,7,50,159,8.3,9.9,1.84,6.67,5.35,129,9999,20.8,21.9,13.4,99,99
2008,1,6,8,50,158,8.2,9.9,1.76,6.67,5.35,134,9999,20.7,21.9,13.3,99,99
2008,1,6,9,50,160,7.4,9,1.67,7.14,5.11,136,9999,21.1,21.7,13,99,99
2008,1,6,10,50,165,6.4,7.8,1.64,6.25,5.09,132,9999,21.2,21.5,14.2,99,99
2008,1,6,11,50,158,6.9,8.3,1.58,7.14,5.14,147,9999,21.2,21.4,13.6,99,99
2008,1,6,12,50,157,6.6,8,1.47,6.25,5.09,128,9999,21.2,21.2,13.3,99,99
2008,1,6,13,50,160,6.3,7.5,1.51,6.67,5.2,146,9999,21.4,21.2,13.2,99,99
2008,1,6,14,50,152,6.5,7.5,1.44,6.25,5.28,137,9999,21.4,21.1,14,99,99
2008,1,6,15,50,156,6.8,8.1,1.4,5.88,5.09,124,9999,21.4,20.4,13.7,99,99
2008,1,6,16,50,158,5.8,6.9,1.45,5.56,5.23,132,9999,21.4,20.6,14.1,99,99
2008,1,6,17,50,153,5.8,6.7,1.23,8.33,5.09,156,9999,21.4,20.7,13.5,99,99
2008,1,6,18,50,149,5.6,6.6,1.41,6.25,5.21,143,9999,21.2,21.1,14,99,99
2008,1,6,19,50,138,5.7,6.5,1.35,5.88,5.18,133,9999,21.2,21.2,13.7,99,99
2008,1,6,20,50,134,6.2,7.3,1.38,5.56,5.18,136,9999,21.4,21.2,13.4,99,99
2008,1,6,21,50,134,6,7.1,1.27,5.56,5.01,135,9999,21.4,21.2,13.3,99,99
2008,1,6,22,50,129,5.6,6.4,1.25,7.14,5.11,164,9999,21.3,21.4,14.5,99,99
2008,1,6,23,50,127,5.7,6.9,1.22,5.88,5.03,155,9999,21.2,21.3,14.7,99,99
2008,1,7,0,50,123,6.4,8.4,1.09,6.67,4.96,159,9999,21.2,21.2,14.3,99,99
2008,1,7,1,50,126,7.4,8.6,1.16,5,4.61,128,9999,21.2,21.2,14,99,99
2008,1,7,2,50,129,7.1,8.4,1.19,5.26,4.71,132,9999,21.2,21.2,13.9,99,99
2008,1,7,3,50,126,7.9,9.6,1.22,5.26,4.56,133,9999,21.2,21.2,13.8,99,99
2008,1,7,4,50,127,8.1,9.3,1.28,5,4.53,137,9999,21.1,21.2,13.5,99,99
2008,1,7,5,50,138,8,9.1,1.29,4.55,4.56,144,9999,21.2,21.2,13.5,99,99
2008,1,7,6,50,139,7.6,9.6,1.27,4.55,4.5,140,9999,21.2,21.2,14.3,99,99
2008,1,7,7,50,138,8.4,10.1,1.27,5,4.5,126,9999,21.2,21.2,14.8,99,99
2008,1,7,8,50,134,8.2,9.8,1.46,5,4.51,124,9999,21.2,21.2,14.7,99,99
2008,1,7,9,50,139,7.9,9.4,1.55,5.26,4.78,132,9999,21.2,21.2,14.1,99,99
2008,1,7,10,50,141,7.9,9.3,1.54,5.56,4.71,133,9999,21.4,21.2,14.7,99,99
2008,1,7,11,50,145,7.9,9.1,1.57,5.26,4.85,127,9999,21.4,21.2,14.2,99,99
2008,1,7,12,50,140,8.6,9.8,1.52,5.88,4.73,143,9999,21.4,21.2,15,99,99
2008,1,7,13,50,138,7.9,9.6,1.67,5.88,4.9,137,9999,21.5,21.2,15.8,99,99
2008,1,7,14,50,136,8.8,9.8,1.79,5.56,5.07,124,9999,21.8,21.2,15.8,99,99
2008,1,7,15,50,138,9,10.4,1.68,6.25,5.04,141,9999,21.9,21.2,15.6,99,99
2008,1,7,16,50,138,8.1,9.9,1.86,5.88,5.07,139,9999,21.9,21.2,15.5,99,99
2008,1,7,17,50,138,7.8,9.2,1.74,6.25,5.08,152,9999,21.9,21.2,14.6,99,99
2008,1,7,18,50,138,7.7,8.9,1.53,5.88,4.97,141,9999,21.9,21.2,15.7,99,99
2008,1,7,19,50,140,7.7,8.7,1.71,7.14,5.03,167,9999,21.9,21.3,15.2,99,99
2008,1,7,20,50,134,8.1,10.3,1.76,6.67,5.17,151,9999,22.1,21.2,14,99,99
2008,1,7,21,50,126,7.7,9,1.8,7.14,5.45,158,9999,22.1,21.2,14.4,99,99
2008,1,7,22,50,131,7.4,9.4,1.66,6.25,5.24,141,9999,21.9,21.2,15,99,99
2008,1,7,23,50,128,8.5,9.8,1.71,7.69,5.21,156,9999,21.9,21.2,15.3,99,99
2008,1,8,0,50,128,9.1,10.5,1.76,7.69,5.29,157,9999,21.8,21.2,15.4,99,99
2008,1,8,1,50,124,9.1,10.8,1.88,6.67,5.25,151,9999,21.5,21.2,15.9,99,99
2008,1,8,2,50,133,9.3,11.2,1.95,7.14,5.23,156,9999,21.4,21.2,15,99,99
2008,1,8,3,50,141,9.7,11.4,1.89,7.14,5.26,156,9999,21.4,21.2,14.8,99,99
2008,1,8,4,50,138,10.2,12.2,2.04,7.69,5.34,162,9999,21.5,21.2,15,99,99
2008,1,8,5,50,152,9.9,11.6,2.03,7.69,5.25,160,9999,21.5,21.2,14.9,99,99
2008,1,8,6,50,153,9.6,11.4,2.07,6.25,5.37,143,9999,21.5,21.2,14.8,99,99
2008,1,8,7,50,153,10.2,11.8,2.01,6.25,5.22,152,9999,21.5,21.2,15,99,99
2008,1,8,8,50,152,9.8,11.7,2.17,6.67,5.28,144,9999,21.8,21.2,15.5,99,99
2008,1,8,9,50,156,8.9,10.2,2.05,7.14,5.41,151,9999,21.7,21.2,16.2,99,99
2008,1,8,10,50,153,8.7,10.7,1.96,6.25,5.4,142,9999,21.7,21.2,16.6,99,99
2008,1,8,11,50,152,8.5,10,1.9,8.33,5.36,165,9999,21.9,21.2,16.9,99,99
2008,1,8,12,50,149,8.6,10.4,1.72,6.25,5.13,144,9999,21.8,21.2,17.3,99,99
2008,1,8,13,50,152,8.2,10,1.72,5.56,5.01,145,9999,21.9,21.2,17.5,99,99
2008,1,8,14,50,149,7.6,8.9,1.75,6.25,5.24,143,9999,22,21.2,17.9,99,99
2008,1,8,15,50,149,7.5,9.2,1.65,8.33,5.27,161,9999,22.2,21.2,18,99,99
2008,1,8,16,50,149,6.6,7.8,1.61,7.69,5.13,158,9999,22.2,21.4,18.1,99,99
2008,1,8,17,50,152,7.2,8.6,1.55,7.69,5.21,160,9999,22.2,21.4,17.9,99,99
2008,1,8,18,50,149,6.2,7.4,1.58,6.67,5.14,154,9999,22.2,21.4,18.3,99,99
2008,1,8,19,50,152,6.5,7.7,1.65,7.69,5.3,163,9999,22.2,21.4,18.3,99,99
2008,1,8,20,50,147,7.5,9,1.6,7.69,5.13,158,9999,22.2,21.4,18.5,99,99
2008,1,8,21,50,150,7.5,8.8,1.62,8.33,5.2,158,9999,22.2,21.4,18.6,99,99
2008,1,8,22,50,147,6.3,7.5,1.57,7.69,5.28,163,9999,22.2,21.4,19.3,99,99
2008,1,8,23,50,155,5,5.8,1.66,7.69,5.68,157,9999,22.2,21.4,19.8,99,99
2008,1,9,0,50,160,5,5.9,1.61,8.33,5.58,160,9999,22,21.4,19.9,99,99
2008,1,9,1,50,159,4.4,5.1,1.6,7.69,5.57,150,9999,21.9,21.4,20.3,99,99
2008,1,9,2,50,166,2.9,4,1.61,7.69,5.71,157,9999,21.9,21.4,20.6,99,99
2008,1,9,3,50,184,2.9,3.3,1.4,7.69,5.59,163,9999,21.9,21.2,21,99,99
2008,1,9,4,50,182,3.1,3.8,1.38,8.33,5.57,160,9999,21.5,21.2,20.9,99,99
2008,1,9,5,50,180,3.8,4.7,1.21,7.69,5.58,158,9999,21.5,21.2,21,99,99
2008,1,9,6,50,187,2.9,3.3,1.19,7.69,5.45,159,9999,21.5,21.2,20.9,99,99
2008,1,9,7,50,190,2.2,2.6,1.2,7.69,5.53,154,9999,21.4,21.1,21.1,99,99
2008,1,9,8,50,186,2.1,2.6,1.16,7.69,5.58,154,9999,21.4,21.2,21.2,99,99
2008,1,9,9,50,174,1.4,2,1.14,7.69,5.59,157,9999,21.2,21.2,21,99,99
2008,1,9,10,50,169,3,3.4,1.13,5.88,5.4,150,9999,21.4,21.4,21.3,99,99
2008,1,9,11,50,177,3.4,4.1,1.16,7.14,5.62,160,9999,21.4,21.4,21.1,99,99
2008,1,9,12,50,185,3.9,4.6,1.07,7.14,5.35,153,9999,21.4,21.4,21.2,99,99
2008,1,9,13,50,195,2.4,2.9,1.07,7.14,5.64,165,9999,21.4,21.9,21,99,99
2008,1,9,14,50,198,1,1.5,1.05,7.14,5.46,164,9999,21.6,22.2,21,99,99
2008,1,9,15,50,219,1.6,2.5,1.13,6.67,5.43,154,9999,21.9,22.2,21,99,99
2008,1,9,16,50,329,2.4,3.2,1.06,6.67,5.58,154,9999,21.6,22.2,20.9,99,99
2008,1,9,17,50,35,2.9,3.5,1.07,6.67,5.51,156,9999,21.1,22.7,20.4,99,99
2008,1,9,18,50,140,1.5,2.1,1.18,7.14,5.71,162,9999,22,22.7,20.6,99,99
2008,1,9,19,50,182,2.8,3.6,1.17,6.67,5.81,160,9999,22.6,23,21.3,99,99
2008,1,9,20,50,184,4.3,5,1.15,6.67,5.69,168,9999,22.7,23,21.4,99,99
2008,1,9,21,50,174,4.5,5.2,1.15,7.69,5.64,158,9999,22.7,22.9,20.8,99,99
2008,1,9,22,50,168,5.4,6.3,1.06,6.67,5.64,171,9999,22.3,22.7,20.5,99,99
2008,1,9,23,50,166,5.5,6.4,1.09,6.67,5.6,157,9999,22.6,22.7,20.8,99,99
2008,1,10,0,50,173,4.5,5,1.06,6.67,5.51,166,9999,22.2,22.7,20.7,99,99
2008,1,10,1,50,174,4.3,5,1.06,6.67,5.44,176,9999,22.2,22.2,20.6,99,99
2008,1,10,2,50,160,5.2,6,1.02,7.14,5.34,160,9999,22.2,22.2,20,99,99
2008,1,10,3,50,170,5.9,7.2,1.02,6.25,5.03,158,9999,22.2,21.9,20.4,99,99
2008,1,10,4,50,166,4.9,5.8,1.07,7.14,5.14,164,9999,22.2,21.9,20.4,99,99
2008,1,10,5,50,175,5.9,7,0.96,6.67,4.98,167,9999,22.2,21.9,20.6,99,99
2008,1,10,6,50,175,5.6,6.5,1.03,6.25,5,165,9999,22,21.9,20.6,99,99
2008,1,10,7,50,165,5.5,6.5,0.98,7.14,4.97,170,9999,22.2,21.9,20.2,99,99
2008,1,10,8,50,161,5.7,6.9,0.98,7.69,5.01,161,9999,22.3,21.5,20.3,99,99
2008,1,10,9,50,159,6.9,8.4,0.93,6.67,4.6,169,9999,22.2,21.5,20.1,99,99
2008,1,10,10,50,166,8.3,9.5,1,7.69,4.47,157,9999,22.7,21.5,19.8,99,99
2008,1,10,11,50,160,8.7,10.3,1.1,6.25,4.28,171,9999,22.6,21.5,18.4,99,99
2008,1,10,12,50,163,9.4,11.4,1.28,4.17,4.28,151,9999,22.7,21.5,17.8,99,99
2008,1,10,13,50,169,8.2,9.8,1.35,5,4.48,152,9999,22.7,21.9,19.2,99,99
2008,1,10,14,50,173,7.4,8.5,1.44,5.56,4.66,152,9999,22.2,21.9,19.1,99,99
2008,1,10,15,50,174,7.1,8.4,1.35,5.56,4.83,151,9999,22.2,22,19.4,99,99
2008,1,10,16,50,168,7.5,8.6,1.23,5.88,4.73,160,9999,22.2,22.1,19.5,99,99
2008,1,10,17,50,168,7.8,9.1,1.37,5.26,4.68,161,9999,22.2,22.2,19.3,99,99
2008,1,10,18,50,178,6.4,7.9,1.35,5.56,4.79,149,9999,22.2,22.2,19.3,99,99
2008,1,10,19,50,188,6.9,8.2,1.37,5.88,4.8,156,9999,22.2,22,19.4,99,99
2008,1,10,20,50,193,7.9,9.4,1.46,5.88,4.77,153,9999,22.6,22,18.8,99,99
2008,1,10,21,50,192,6.4,7.3,1.42,5.88,4.77,153,9999,22.5,22,19.2,99,99
2008,1,10,22,50,200,5.3,5.9,1.39,5.88,4.79,157,9999,22.2,22,19.6,99,99
2008,1,10,23,50,202,6.3,7.4,1.38,5.88,4.96,149,9999,22.3,22,18.9,99,99
2008,1,11,0,50,206,5.3,6.3,1.25,5.56,4.82,156,9999,22.3,21.9,19.2,99,99
2008,1,11,1,50,206,6.2,7.5,1.28,5.56,4.92,166,9999,22.2,21.9,19,99,99
2008,1,11,2,50,198,6.3,7.5,1.35,5.88,4.95,153,9999,22.2,21.9,19.4,99,99
2008,1,11,3,50,201,6.7,8.2,1.37,5.56,4.84,187,9999,22.2,21.5,19.3,99,99
2008,1,11,4,50,205,7,8.5,1.41,5.56,4.78,187,9999,22.2,21.5,19.2,99,99
2008,1,11,5,50,218,6.9,7.9,1.34,5.88,4.78,185,9999,22.2,21.5,19.4,99,99
2008,1,11,6,50,215,7.2,8.3,1.33,5.56,4.65,168,9999,22.2,21.5,19.9,99,99
2008,1,11,7,50,225,7.1,8.5,1.35,5.88,4.59,188,9999,22.2,21.4,20,99,99
2008,1,11,8,50,233,6.8,7.7,1.34,5.26,4.65,181,9999,22.2,21.4,20.3,99,99
2008,1,11,9,50,337,7.2,8.9,1.32,5.56,4.63,178,9999,18.5,21.4,14.4,99,99
2008,1,11,10,50,334,8.6,10,1.31,5.88,4.55,171,9999,19,21.2,14.7,99,99
2008,1,11,11,50,343,8.3,10,1.27,6.25,4.36,179,9999,18.1,21.2,15.1,99,99
2008,1,11,12,50,5,8.4,10.2,1.22,6.25,4.2,192,9999,17.6,20.4,14.1,99,99
2008,1,11,13,50,7,8.4,9.8,1.26,6.25,4.37,182,9999,17.2,20.4,11.9,99,99
2008,1,11,14,50,18,8.5,10.5,1.34,4.17,4.4,344,9999,16.3,20.6,11.8,99,99
2008,1,11,15,50,18,8.1,9.4,1.4,4.76,4.46,340,9999,16.1,20.7,9.8,99,99
2008,1,11,16,50,13,7.4,9,1.37,5,4.52,351,9999,16.1,21.1,10.1,99,99
2008,1,11,17,50,20,6.5,7.7,1.51,6.25,4.75,175,9999,16,21.1,8.7,99,99
2008,1,11,18,50,13,6.5,8.2,1.35,5,4.7,14,9999,15.9,21.2,8.1,99,99
