#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2008,3,20,20,50,72,1.9,3,0.64,10,4.45,153,1025.1,15.6,18.6,6.1,99,99
2008,3,20,21,50,74,3.4,4.3,0.61,10,4.55,147,1024.3,15.6,18.7,6.3,99,99
2008,3,20,22,50,91,4.3,5,0.58,10,4.44,151,1023.7,15.8,18.5,7,99,99
2008,3,20,23,50,106,3.8,4.5,0.58,10,4.54,144,1023.8,15.9,18.3,6.3,99,99
2008,3,21,0,50,116,3.8,4.7,0.58,10,4.78,145,1023.8,16,18.2,6,99,99
2008,3,21,1,50,124,4,4.9,0.57,10,4.7,149,1024,16.1,18,4.4,99,99
2008,3,21,2,50,124,4.4,5.5,0.54,4.76,4.48,105,1024.3,16.3,17.9,3.8,99,99
2008,3,21,3,50,130,4.8,5.8,0.55,10,4.51,144,1024.1,16.5,17.9,4.4,99,99
2008,3,21,4,50,143,5.1,7,0.53,9.09,4.1,136,1023.6,16.5,17.9,5.8,99,99
2008,3,21,5,50,142,5.8,6.9,0.53,9.09,3.75,143,1023.3,16.7,18,6.3,99,99
2008,3,21,6,50,152,6.7,8,0.57,10,3.41,142,1022.7,16.9,17.9,7.7,99,99
2008,3,21,7,50,149,6.5,8.3,0.63,2.86,3.55,142,1022.3,17,17.9,8.4,99,99
2008,3,21,8,50,153,6.6,8,0.65,3.33,3.54,135,1021.5,17.1,18,9.1,99,99
2008,3,21,9,50,164,6.8,8.3,0.69,3.7,3.56,129,1021,17.2,17.9,9.4,99,99
2008,3,21,10,50,172,6.5,8.1,0.73,3.7,3.65,144,1020.8,17.2,17.9,10,99,99
2008,3,21,11,50,170,6.5,7.7,0.72,3.7,3.7,131,1020.6,17.5,17.8,10.4,99,99
2008,3,21,12,50,164,7.1,8.7,0.76,3.85,3.68,145,1020.5,17.8,17.9,10.6,99,99
2008,3,21,13,50,169,7.2,9.7,0.69,4,3.59,142,1020.9,17.9,17.9,10.6,99,99
2008,3,21,14,50,173,6.4,8.3,0.75,4.17,3.74,145,1021.4,17.9,17.8,10.6,99,99
2008,3,21,15,50,179,5.4,6.5,0.75,4,3.78,137,1022.1,18.1,17.9,11.3,99,99
2008,3,21,16,50,192,3.2,4.2,0.75,4,3.73,152,1022.5,18.4,18,11.3,99,99
2008,3,21,17,50,190,1.9,2.9,0.7,4.17,3.95,150,1021.9,18.6,18.2,11.6,99,99
2008,3,21,18,50,197,1.6,2.3,0.7,4.35,4,138,1021.1,18.8,18.5,11.9,99,99
2008,3,21,19,50,150,1.4,1.8,0.64,4.35,4.01,159,1020,18.8,18.8,11.9,99,99
2008,3,21,20,50,131,2.7,3.6,0.67,4.35,3.99,146,1019,18.7,19,12.1,99,99
2008,3,21,21,50,112,2.4,3,0.63,4.17,4.2,143,1018.6,18.9,19.3,12.2,99,99
2008,3,21,22,50,93,1.8,2.4,0.67,4.17,4.14,142,1018.4,19,19.2,12.4,99,99
2008,3,21,23,50,90,3,3.6,0.56,4.17,4.21,146,1018.1,18.8,19.1,12.3,99,99
2008,3,22,0,50,119,4.3,4.8,0.56,3.7,4.16,163,1017.6,18.7,19.4,12.5,99,99
2008,3,22,1,50,104,2.9,3.5,0.58,4.35,4.08,158,1018.2,18.5,19,13.1,99,99
2008,3,22,2,50,104,3.2,3.7,0.57,7.14,4.3,151,1019,18.4,18.5,13.4,99,99
2008,3,22,3,50,112,3.1,3.8,0.55,4.55,4.25,148,1019.6,18.4,18.3,13.3,99,99
2008,3,22,4,50,120,3.9,4.4,0.56,6.25,4.24,122,1019.3,18.3,18.1,13,99,99
2008,3,22,5,50,122,3.8,4.4,0.54,6.25,4.3,127,1019.2,18.3,18.3,12.9,99,99
2008,3,22,6,50,143,4.6,5.1,0.56,7.14,4.42,134,1018.9,18.1,18.2,13.1,99,99
2008,3,22,7,50,144,4.3,4.8,0.59,6.67,4.5,126,1018.5,18.1,18.2,13.1,99,99
2008,3,22,8,50,145,4.3,5,0.6,5,4.39,121,1017.8,17.9,18.3,14.1,99,99
2008,3,22,9,50,140,2.7,3.1,0.56,4.76,4.4,121,1017.8,17.9,18.1,13.9,99,99
2008,3,22,10,50,140,1.3,1.6,0.61,5.56,4.49,126,1018,17.8,18.1,13.8,99,99
2008,3,22,11,50,50,0.1,0.3,0.57,5.88,4.36,122,1018.4,17.4,17.9,14.2,99,99
2008,3,22,12,50,325,1.1,1.4,0.57,5,4.48,119,1018.7,17.7,18,14.5,99,99
2008,3,22,13,50,340,1.4,1.7,0.53,5.26,4.56,127,1018.9,18.2,18,13.9,99,99
2008,3,22,14,50,353,2.7,3,0.52,4.76,4.48,132,1019.5,18.1,17.9,14,99,99
2008,3,22,15,50,4,2.7,3,0.49,5.26,4.54,133,1019.9,18.1,18,14.2,99,99
2008,3,22,16,50,4,2,2.6,0.48,4.55,4.49,131,1020,18,18.4,14.1,99,99
2008,3,22,17,50,1,2.1,2.6,0.46,7.69,4.57,149,1019.4,18.1,18.8,13.9,99,99
2008,3,22,18,50,336,0.9,1.4,0.44,6.67,4.5,130,1018.9,18.8,19.3,14.1,99,99
2008,3,22,19,50,45,0.9,1.6,0.43,6.67,4.83,136,1017.7,18.7,20,14.4,99,99
2008,3,22,20,50,73,0.5,1,0.42,7.14,4.66,130,1016.9,19.3,20.7,14.6,99,99
2008,3,22,21,50,127,1.4,2.2,0.42,6.67,4.9,144,1016.6,19.6,21.4,14.6,99,99
2008,3,22,22,50,130,3.3,3.9,0.42,6.67,5.18,124,1016.1,19.3,21,14.8,99,99
2008,3,22,23,50,131,3.2,3.7,0.42,7.14,5.4,142,1016.3,19,20.2,14.9,99,99
2008,3,23,0,50,126,3.2,3.9,0.4,7.69,5.38,148,1016.5,19.1,19.7,14.5,99,99
2008,3,23,1,50,147,2.6,3,0.39,7.14,5.4,135,1017,18.9,19.3,14.8,99,99
2008,3,23,2,50,156,1.2,1.5,0.41,7.14,4.8,130,1017.5,18.7,19,15,99,99
2008,3,23,3,50,143,1.3,1.5,0.43,7.14,5.48,136,1017.7,18.8,18.7,14.5,99,99
2008,3,23,4,50,141,2.5,3,0.41,6.67,5.27,136,1017.6,18.8,18.9,14.7,99,99
2008,3,23,5,50,136,1.8,2.2,0.46,7.14,5.49,118,1017.4,18.7,19,14.8,99,99
2008,3,23,6,50,62,1.7,2.8,0.46,7.14,5.42,108,1018.1,18.6,19,15,99,99
2008,3,23,7,50,40,8.9,10.7,0.43,6.67,5.33,153,1018.3,19,19,11.1,99,99
2008,3,23,8,50,46,11.4,13.5,0.7,3.03,3.16,63,1018.6,18.2,18.6,9.8,99,99
2008,3,23,9,50,39,9.9,12.5,1.03,3.85,3.7,63,1018.6,17.3,18.5,9.7,99,99
2008,3,23,10,50,57,11,12.8,1.19,4.55,3.82,66,1018.6,16.7,18.3,7.2,99,99
2008,3,23,11,50,57,11.7,13.6,1.23,4.55,3.76,74,1019.2,16.3,18.2,7.8,99,99
2008,3,23,12,50,58,12.6,15.5,1.5,4.55,3.99,83,1019.8,16.1,18.1,7.7,99,99
2008,3,23,13,50,48,12.2,14.3,1.57,5.26,4.08,87,1021.6,16,18,5.9,99,99
2008,3,23,14,50,59,11.4,14,1.73,5.56,4.29,87,1022.7,15.9,18,5.1,99,99
2008,3,23,15,50,54,10.7,12.5,1.75,5.56,4.39,86,1023.5,15.7,18.1,4.4,99,99
2008,3,23,16,50,48,10.1,11.9,1.68,5.88,4.39,93,1023.4,15.5,18.2,5.8,99,99
2008,3,23,17,50,54,11,13.8,1.39,5.56,4.08,98,1023.4,16.3,18.3,4.8,99,99
2008,3,23,18,50,50,10.5,12.4,1.37,5.56,4.1,102,1022.6,17.1,18.3,6.5,99,99
2008,3,23,19,50,52,9.7,11.4,1.56,5.56,4.16,91,1022.4,17.8,18.3,6.4,99,99
2008,3,23,20,50,52,8.9,10.3,1.44,5,4.25,89,1022.3,18.3,18.4,6.3,99,99
2008,3,23,21,50,51,8.3,9.8,1.3,5.26,4.12,90,1022.1,18.7,18.4,8.3,99,99
2008,3,23,22,50,38,6.9,8.6,1.22,5.26,4.13,98,1022.9,18.9,18.4,8.9,99,99
2008,3,23,23,50,25,8,9.2,1.14,5,4.12,93,1023.2,19,18.3,8.7,99,99
2008,3,24,0,50,16,8.9,11.4,1.18,4.55,4.02,84,1024.1,18.6,18.3,7.6,99,99
2008,3,24,1,50,9,9.6,11.3,1.19,4.55,3.9,88,1024.9,17.9,18.2,7.8,99,99
2008,3,24,2,50,18,10.1,11.9,1.06,4.76,3.75,86,1025.4,17.4,18.1,8.2,99,99
2008,3,24,3,50,29,10.1,11.4,1.05,5,3.7,98,1026.1,17.2,18.1,6.7,99,99
2008,3,24,4,50,28,9.1,10.9,1.03,5,3.81,81,1026.6,17.1,18,7.1,99,99
2008,3,24,5,50,29,9.7,11.8,1.09,4.76,3.98,81,1026.8,16.7,18,5.9,99,99
2008,3,24,6,50,29,10.4,12.4,1.03,5.56,3.7,108,1026.7,15.8,18,6.6,99,99
2008,3,24,7,50,34,10.5,12.2,1.13,4.35,3.8,60,1026.7,15.3,18,6.1,99,99
2008,3,24,8,50,37,8.9,10.4,1.16,4.55,3.93,77,1026.5,15,17.9,6.3,99,99
2008,3,24,9,50,41,8.7,10.8,1.08,4.76,3.95,79,1026.3,14.7,17.9,6,99,99
2008,3,24,10,50,27,8.1,9.4,1.1,4.55,3.89,73,1026.7,13.9,17.9,6.9,99,99
2008,3,24,11,50,26,8.2,9.7,1.03,4.76,3.73,73,1027.6,13.5,17.9,6.5,99,99
2008,3,24,12,50,34,7.3,8.8,0.98,3.7,3.75,50,1028.4,13.6,17.9,6.3,99,99
2008,3,24,13,50,32,7.5,8.9,1,3.7,3.73,48,1029.1,13.1,17.9,6.8,99,99
2008,3,24,14,50,37,7.1,8.5,0.86,4.35,3.68,84,1029.9,12.8,18,6.9,99,99
2008,3,24,15,50,63,6.9,8.1,0.93,4.17,3.7,79,1030.4,13.3,17.8,5.9,99,99
2008,3,24,16,50,68,6.4,8.6,0.88,4,3.74,70,1030.7,14.1,17.9,4.9,99,99
2008,3,24,17,50,80,5.8,7.3,0.87,5.26,3.84,104,1030.7,14.4,18,3.8,99,99
2008,3,24,18,50,79,5.7,7.3,0.86,4.17,3.84,78,1030.1,14.1,18,5,99,99
2008,3,24,19,50,85,5.1,6.3,0.88,5.26,3.96,98,1029.3,14.1,18.1,4.8,99,99
2008,3,24,20,50,97,4.4,6.1,0.88,5.26,4.02,105,1028.6,14.3,18.2,4,99,99
2008,3,24,21,50,107,4.5,5.5,0.78,5.56,4.04,103,1028.1,14.6,18.3,3.6,99,99
2008,3,24,22,50,126,4.5,5.9,0.74,5,4.17,105,1027.6,14.7,18.3,3.9,99,99
2008,3,24,23,50,127,4.6,5.9,0.7,5,4.18,99,1027.4,14.8,18.3,3.9,99,99
2008,3,25,0,50,138,4.5,5.6,0.63,5.26,4.03,100,1027.2,14.9,18.2,4.6,99,99
2008,3,25,1,50,135,4.9,6.7,0.62,5.56,4.13,103,1027.1,15.1,18.1,5.1,99,99
2008,3,25,2,50,137,6,7.5,0.58,5.26,3.97,110,1027.3,15.2,18.1,4.8,99,99
2008,3,25,3,50,142,5.9,6.8,0.6,5,3.76,119,1027.6,15.4,18.1,4.6,99,99
2008,3,25,4,50,149,6.2,7.4,0.61,7.14,3.51,143,1027.4,15.6,18.1,4.8,99,99
2008,3,25,5,50,155,6.8,8,0.65,4.76,3.45,121,1026.9,15.7,18.1,5.2,99,99
2008,3,25,6,50,152,7.1,8.5,0.65,3.13,3.42,135,1026.5,15.9,18,4.5,99,99
2008,3,25,7,50,151,7,9.2,0.71,3.03,3.57,149,1026.2,16.1,18,5.9,99,99
2008,3,25,8,50,160,6.6,8.4,0.72,3.23,3.49,145,1025.7,16.1,18,6.1,99,99
2008,3,25,9,50,154,6.8,8.2,0.75,4,3.65,133,1025.2,16.3,18,6.8,99,99
2008,3,25,10,50,157,6.9,8.3,0.77,3.85,3.61,125,1025,16.5,18,7.1,99,99
2008,3,25,11,50,150,7.3,8.8,0.77,3.57,3.64,153,1024.8,16.6,17.9,7.4,99,99
2008,3,25,12,50,148,7.2,8.9,0.79,3.7,3.62,138,1025.3,16.8,17.9,7.3,99,99
2008,3,25,13,50,147,7.2,8.9,0.84,4,3.7,147,1026,17,17.8,8.2,99,99
2008,3,25,14,50,154,7.6,9.3,0.85,3.85,3.62,145,1026.4,17.2,17.9,8.6,99,99
2008,3,25,15,50,155,7.5,9.3,0.88,4,3.77,142,1026.6,17.5,18,8.7,99,99
2008,3,25,16,50,155,7.7,9.2,0.85,4,3.7,155,1026.6,17.8,18,10.3,99,99
2008,3,25,17,50,160,8.2,9.5,0.93,4.35,3.76,144,1026.1,18,18.1,10.8,99,99
2008,3,25,18,50,160,8.2,9.7,0.98,4.55,3.78,152,1025.3,18.2,18.2,11.1,99,99
2008,3,25,19,50,162,7.7,9,1.01,4.76,3.89,144,1024.4,18.4,18.2,11.8,99,99
2008,3,25,20,50,164,7.6,9.1,0.99,4.55,4.05,158,1023.5,18.5,18.2,11.9,99,99
2008,3,25,21,50,164,8,9.4,0.98,4.55,3.95,154,1022.8,18.6,18.3,12.1,99,99
2008,3,25,22,50,164,7.7,8.9,1.06,4.55,4.01,155,1022.5,18.7,18.2,12.6,99,99
2008,3,25,23,50,161,7.4,8.6,1.06,4.76,3.99,156,1022.6,18.7,18.2,13.2,99,99
2008,3,26,0,50,161,7.4,8.9,1.08,5,4.24,161,1022.4,18.7,18.2,13.6,99,99
2008,3,26,1,50,162,7.4,8.8,1.03,5.26,4.15,145,1022.3,18.7,18.1,13.9,99,99
2008,3,26,2,50,154,7.9,9.9,1.11,5.26,4.16,170,1022.3,18.8,18.1,14.2,99,99
2008,3,26,3,50,162,8.2,9.8,1.06,5,4.17,161,1022.6,18.9,18.1,14.3,99,99
2008,3,26,4,50,167,7.5,8.8,1.15,5.26,4.24,152,1022.6,18.9,18.1,14.7,99,99
2008,3,26,5,50,166,7.5,8.9,1.2,5.26,4.23,164,1022.2,19,18.2,14.9,99,99
2008,3,26,6,50,167,7.5,8.7,1.18,5.26,4.24,164,1021.9,19,18.1,15,99,99
2008,3,26,7,50,167,6.8,7.8,1.25,5.56,4.32,162,1021.4,18.9,18.1,15.2,99,99
2008,3,26,8,50,174,6.5,7.5,1.23,5.26,4.47,162,1021.1,18.9,18.1,15.4,99,99
2008,3,26,9,50,173,5.9,7,1.18,5.56,4.37,175,1020.7,18.8,18.1,15.8,99,99
2008,3,26,10,50,165,5.9,7,1.13,5.26,4.43,171,1020.5,18.8,18.1,15.9,99,99
2008,3,26,11,50,153,6.9,8.1,1.04,5.56,4.31,153,1020.6,18.9,18.1,16,99,99
2008,3,26,12,50,153,7.1,8,1.12,5.56,4.37,185,1021.2,19.1,18.1,16.1,99,99
2008,3,26,13,50,150,6,7,1.08,5.56,4.43,158,1021.9,19.1,18.1,16.3,99,99
2008,3,26,14,50,150,6.8,7.9,1.1,5.56,4.46,158,1022,19.2,18.2,16.4,99,99
2008,3,26,15,50,157,7.3,8.5,1.1,5.88,4.47,162,1022.4,19.3,18.1,16.3,99,99
2008,3,26,16,50,156,8,9.3,1.21,5.88,4.48,164,1022.2,19.5,18.1,16.3,99,99
2008,3,26,17,50,151,7.5,8.7,1.15,6.25,4.37,180,1022,19.4,18.2,16.5,99,99
2008,3,26,18,50,148,7.5,9,1.2,5.88,4.47,181,1021.5,19.5,18.3,16.2,99,99
2008,3,26,19,50,147,6.1,6.8,1.11,5.56,4.46,154,1020.9,19.3,18.3,16.5,99,99
2008,3,26,20,50,140,6.8,7.8,1.1,5.56,4.53,165,1019.4,19.3,18.4,16.9,99,99
2008,3,26,21,50,140,7.3,8.3,1.05,5.88,4.4,169,1018.6,19.4,18.5,17,99,99
2008,3,26,22,50,152,6.8,8.5,1.05,5.88,4.37,171,1018.5,19.5,18.5,16.9,99,99
2008,3,26,23,50,151,8.4,9.9,1.12,6.67,4.32,185,1018.3,19.6,18.5,16.7,99,99
2008,3,27,0,50,148,6.1,7.2,1.18,5.88,4.4,154,1018.8,19.4,18.5,16.8,99,99
2008,3,27,1,50,140,5.8,6.8,1.11,5.88,4.6,170,1018.6,19.1,18.5,17,99,99
2008,3,27,2,50,146,6.1,7,0.96,6.25,4.42,186,1018.8,19.1,18.5,17.1,99,99
2008,3,27,3,50,148,6.4,7.4,0.98,6.25,4.55,184,1018.4,19.1,18.5,17.1,99,99
2008,3,27,4,50,156,6.1,7.1,0.99,6.25,4.51,175,1017.8,19,18.4,17.1,99,99
2008,3,27,5,50,159,5.6,6.8,0.99,5.88,4.45,170,1017.3,19.1,18.4,16.8,99,99
2008,3,27,6,50,160,7.2,8.2,1.02,6.25,4.51,174,1016,19.2,18.3,16.6,99,99
2008,3,27,7,50,162,7.9,9.3,1.09,6.25,4.33,175,1014.9,19.3,18.3,16.5,99,99
2008,3,27,8,50,166,8.4,10.5,1.29,6.25,4.53,186,1014.3,19.3,18.3,16.5,99,99
2008,3,27,9,50,170,8,9.8,1.29,6.25,4.42,181,1013.9,19.4,18.3,16.3,99,99
2008,3,27,10,50,167,6.7,7.9,1.27,6.25,4.38,180,1013.9,19.2,18.3,16.7,99,99
2008,3,27,11,50,170,6.5,8.2,1.36,5.88,4.59,177,1013.9,19.2,18.3,16.6,99,99
2008,3,27,12,50,174,4.9,5.9,1.3,6.25,4.69,169,1014.6,19.2,18.2,16.7,99,99
2008,3,27,13,50,171,4.9,5.8,1.31,6.67,4.79,187,1014.9,19.2,18.3,16.8,99,99
2008,3,27,14,50,172,4.3,5.1,1.34,6.25,5,176,1015.3,19.3,18.3,16.9,99,99
2008,3,27,15,50,172,3.3,3.9,1.26,6.25,4.96,182,1015.9,19.4,18.5,17.1,99,99
2008,3,27,16,50,168,2.8,3.6,1.25,6.67,5.08,172,1016.1,19.5,18.8,17.2,99,99
2008,3,27,17,50,164,3.9,4.6,1.36,6.67,5.17,177,1015.7,19.7,19,17.2,99,99
2008,3,27,18,50,150,3.8,4.4,1.44,7.14,5.39,179,1014.9,19.8,19.1,17.4,99,99
2008,3,27,19,50,144,4,5,1.26,7.14,5.24,180,1013.8,19.8,19.4,17.6,99,99
2008,3,27,20,50,142,4.8,5.6,1.15,6.67,5.14,171,1012.7,19.9,19.5,17.7,99,99
2008,3,27,21,50,143,5.1,6.2,1.18,7.14,5.18,189,1012.1,20,19.5,17.7,99,99
2008,3,27,22,50,137,4.6,5.4,1.26,6.67,5.27,183,1011.7,20,19.5,17.9,99,99
2008,3,27,23,50,129,5.2,6,1.18,6.67,5.15,171,1011.3,20,19.6,18,99,99
2008,3,28,0,50,136,5.3,6.3,1.11,6.67,5.05,166,1011.1,20,19.6,17.9,99,99
2008,3,28,1,50,141,5.3,6.3,1.02,6.67,4.83,173,1011.4,19.8,19.5,18,99,99
2008,3,28,2,50,138,4.6,5.2,1.07,6.67,4.95,175,1011.6,19.8,19.3,18.1,99,99
2008,3,28,3,50,143,5.3,6.2,1.07,6.67,5.06,183,1011.5,19.8,19.2,18.2,99,99
2008,3,28,4,50,153,5.2,6.2,1.06,6.67,4.82,177,1011.4,19.8,19.2,18.2,99,99
2008,3,28,5,50,159,5.3,6.1,1.1,6.67,4.89,173,1011.4,19.9,19.1,18.3,99,99
2008,3,28,6,50,156,6.1,7.2,1,6.67,4.59,175,1010.8,19.9,19.1,18.3,99,99
2008,3,28,7,50,152,4.2,4.9,1.03,6.67,4.64,192,1011.2,19.9,19.2,18.3,99,99
2008,3,28,8,50,145,2.2,2.7,0.99,6.67,4.54,180,1011.8,19.8,19.3,18.3,99,99
2008,3,28,9,50,155,3.1,3.5,0.94,6.67,4.57,167,1011.5,19.7,19.3,18.1,99,99
2008,3,28,10,50,137,3.1,3.5,1.02,6.25,4.71,174,1011.3,19.5,19.1,17.9,99,99
2008,3,28,11,50,126,2.9,3.4,0.97,6.67,4.63,186,1012.2,19.4,18.9,17.9,99,99
2008,3,28,12,50,135,3.7,4.2,1.04,6.67,4.86,178,1012.6,19.5,18.9,17.9,99,99
2008,3,28,13,50,138,4.3,5.2,1.09,6.25,4.9,161,1013.2,19.8,18.8,18.5,99,99
2008,3,28,14,50,134,3.3,3.8,1.07,6.67,5,177,1013.7,19.9,19,18.6,99,99
2008,3,28,15,50,113,2.9,3.3,1.18,6.25,5.22,174,1014.2,20,19.2,18.7,99,99
2008,3,28,16,50,100,3.3,3.7,1.12,6.67,5.25,173,1014.6,20.2,19.5,18.8,99,99
2008,3,28,17,50,96,4.3,5.3,1.03,6.67,5.15,178,1014.4,20.3,19.7,19,99,99
2008,3,28,18,50,97,4.6,5.8,1.18,6.25,5.42,172,1014.1,20.5,19.9,19,99,99
2008,3,28,19,50,106,4.9,6.1,1.15,7.14,5.41,165,1013.5,20.5,20,19.1,99,99
2008,3,28,20,50,104,5.3,6.1,1.17,7.14,5.44,171,1013.1,20.7,20.3,19.1,99,99
2008,3,28,21,50,100,5.4,6.3,1.03,7.14,5.26,168,1013,20.6,20.1,19.1,99,99
2008,3,28,22,50,109,6.4,7.4,1.07,7.14,5.01,163,1012.9,20.6,19.8,19.2,99,99
2008,3,28,23,50,116,5.6,6.4,1.05,7.14,4.92,162,1013.4,20.6,19.7,19,99,99
2008,3,29,0,50,105,4.7,5.4,1.04,6.67,4.7,162,1013.9,20.5,20.1,18.8,99,99
2008,3,29,1,50,108,4.3,5.3,0.97,6.67,4.86,162,1014.8,20.5,20,18.8,99,99
2008,3,29,2,50,91,4.8,6,0.9,7.14,4.86,170,1015,20.5,19.7,18.7,99,99
2008,3,29,3,50,114,3.5,4.2,0.93,7.14,4.74,159,1016,20.5,20.2,18.9,99,99
2008,3,29,4,50,116,10.1,11.8,0.86,7.14,4.69,168,1013.6,20.5,20.3,18.8,99,99
2008,3,29,5,50,85,5.2,6.2,0.88,6.67,4.57,159,1015,20.5,20.3,18.8,99,99
2008,3,29,6,50,120,7.7,9.2,0.84,6.67,4.23,148,1013.5,20.3,20.3,18.7,99,99
2008,3,29,7,50,117,4.9,5.8,0.85,6.25,4.23,160,1014.2,20.5,20.4,18.9,99,99
2008,3,29,8,50,128,4.7,6.3,0.85,5.88,4.32,157,1013.9,20.3,20.3,18.7,99,99
2008,3,29,9,50,80,5.1,6.5,0.81,6.25,4.34,164,1013.6,20.4,20,18.9,99,99
2008,3,29,10,50,3,0.4,1.4,0.87,6.25,4.35,163,1015.5,20.5,19.9,18.9,99,99
2008,3,29,11,50,70,2.5,3.6,0.89,6.25,4.39,165,1015.9,20.3,19.8,18.8,99,99
2008,3,29,12,50,64,3.3,3.7,0.77,5.88,4.28,159,1015.8,20.1,19.8,18.6,99,99
2008,3,29,13,50,92,4.5,5.2,0.84,5.88,4.48,160,1016.2,20.3,19.8,19.1,99,99
2008,3,29,14,50,95,3.2,4,0.8,6.67,4.33,171,1016.9,20.5,19.8,19.4,99,99
2008,3,29,15,50,107,5.5,6.4,0.81,6.67,4.53,170,1016.9,20.5,20,19.3,99,99
2008,3,29,16,50,105,5.5,6.3,0.78,6.67,4.48,171,1017,20.6,20.1,19.3,99,99
2008,3,29,17,50,94,5.6,6.5,0.79,5.88,4.35,162,1016.4,20.7,20.3,19.4,99,99
2008,3,29,18,50,108,4.7,5.5,0.76,6.67,4.29,174,1016.3,20.8,20.4,19.6,99,99
2008,3,29,19,50,112,5.2,6.2,0.69,6.67,4.19,173,1015.6,21,20.4,19.7,99,99
2008,3,29,20,50,107,6.1,7.2,0.73,6.25,4.25,174,1014.6,21.1,20.7,19.8,99,99
2008,3,29,21,50,104,6.7,7.8,0.72,5.88,4.06,166,1014.3,21.1,20.9,19.8,99,99
2008,3,29,22,50,114,7,8.4,0.8,6.67,4.12,158,1013.9,21.1,21,19.9,99,99
2008,3,29,23,50,113,7.2,8.2,0.82,6.67,3.96,176,1013.4,20.9,20.8,19.5,99,99
2008,3,30,0,50,127,5.8,7,0.81,6.25,4.05,154,1014.3,20.9,20.6,19.3,99,99
2008,3,30,1,50,118,5,6,0.83,6.25,4.12,165,1014.9,20.8,20.3,19.2,99,99
2008,3,30,2,50,119,6.6,7.9,0.79,7.14,4.05,150,1014.9,20.8,20.2,19.2,99,99
2008,3,30,3,50,123,6.9,7.7,0.77,5.88,3.88,159,1015.2,20.8,20.2,19.2,99,99
2008,3,30,4,50,120,5.6,6.6,0.81,5.56,4.03,154,1015.6,20.8,20.2,19.2,99,99
2008,3,30,5,50,110,4.1,4.8,0.78,6.67,4.1,146,1016.1,20.6,20.1,19,99,99
2008,3,30,6,50,118,5.5,6.4,0.78,5.88,4.25,168,1015.3,20.6,20,19,99,99
2008,3,30,7,50,119,4.5,5.2,0.82,6.67,4.21,166,1015.2,20.5,20,18.9,99,99
2008,3,30,8,50,109,4.7,5.5,0.78,6.67,4.28,160,1014.5,20.6,20,19.1,99,99
2008,3,30,9,50,101,3.6,4.3,0.79,6.25,4.22,162,1014.8,20.3,20.1,18.8,99,99
2008,3,30,10,50,119,5.7,6.6,0.9,5.56,4.32,156,1015.1,20.6,20.1,19,99,99
2008,3,30,11,50,118,6.9,8.1,0.91,5.88,4.23,164,1015,20.8,20.1,19.2,99,99
2008,3,30,12,50,127,6.5,7.6,0.9,5.88,4.08,162,1015.7,21,20.1,19.4,99,99
2008,3,30,13,50,137,4.9,5.7,0.91,5.56,4.09,157,1016,20.7,20.1,19.2,99,99
2008,3,30,14,50,165,5,5.9,0.9,6.25,4.24,151,1016.3,20.8,20.1,19.3,99,99
2008,3,30,15,50,145,4.9,5.4,0.89,6.25,4.36,164,1016.3,20.6,20.1,19.2,99,99
2008,3,30,16,50,149,4.6,5.2,0.81,5.88,4.21,158,1016.4,20.7,20.1,19.4,99,99
2008,3,30,17,50,153,5.7,6.7,0.83,6.25,4.27,163,1016.3,21.2,20.3,19.9,99,99
2008,3,30,18,50,152,6.3,7.6,0.87,6.25,4.43,162,1015.8,21.4,20.4,20.1,99,99
2008,3,30,19,50,150,7,8.1,0.85,6.67,4.16,153,1015.1,21.6,20.4,20.1,99,99
2008,3,30,20,50,147,5.9,6.8,0.92,6.25,4.4,165,1014.3,21.4,20.2,20.1,99,99
2008,3,30,21,50,141,6.8,7.7,0.97,6.25,4.31,153,1013.8,21.3,20.3,20.1,99,99
2008,3,30,22,50,140,6.2,7.4,0.98,6.67,4.12,154,1013.2,21.3,20.3,19.7,99,99
2008,3,30,23,50,141,8,9.8,0.98,5,4.15,138,1013.5,21.9,20.3,19.7,99,99
2008,3,31,0,50,139,7.3,8.6,1.1,6.25,4.06,148,1013.7,21.3,20.3,19.7,99,99
2008,3,31,1,50,127,6.2,7,1.09,6.25,4.3,132,1014.7,21.1,20.3,19.5,99,99
2008,3,31,2,50,97,5.9,6.7,1,6.67,4.33,155,1015.6,20.8,20.4,19.2,99,99
2008,3,31,3,50,101,6.5,8,99,99,99,999,1016.1,20.9,20.4,19.2,99,99
2008,3,31,4,50,95,7.4,8.7,1.17,6.67,4.2,148,1016,21.1,20.3,19.5,99,99
2008,3,31,5,50,89,8.6,10.2,1.32,4.35,4.16,89,1015.8,21,20.3,19.4,99,99
2008,3,31,6,50,92,8.4,10.3,1.36,4.76,4.24,80,1015.1,20.8,20.3,18.6,99,99
2008,3,31,8,50,112,6.4,7.6,1.33,4.76,4.17,87,1014.3,20.5,20.1,18.9,99,99
2008,3,31,9,50,126,8.3,10,1.18,5,4.12,119,1013.6,20.9,20.2,19.3,99,99
2008,3,31,10,50,129,7.2,8.5,1.14,4.76,4.1,94,1013.9,20.8,20.1,19.2,99,99
